STIX ID,Type,Technique Name,Description,Short Description,Created,Modified,spec_version,Is Subtechnique,Parent Technique,Aliases,External References,External ID,URL
attack-pattern--8a916e97-56e9-47e1-9571-23a7c694c395,attack-pattern,Remote Identity Deception,"A specialized form of identity impersonation that exploits purely remote or online onboarding processes. Criminals circumvent robust in-person checks by providing falsified digital documents, manipulated images, or synthetic data to appear as genuine customers, often in jurisdictions with lax remote verification standards. Without standard face-to-face scrutiny, adversaries can open and operate accounts or conduct transactions with little risk of detection, enabling both fraudulent and laundering activities under disguised identities. In practice, offenders typically capitalize on minimal oversight in online platforms to submit forged identity evidence or synthetic personal data, repeatedly making small tweaks to documents or user details to evade automated checks. They may also rely on the same device or IP address under multiple aliases, and in some cases use remote desktop applications to obscure their true location or identity. Where live operator supervision is absent or optional, adversaries further reduce their risk of detection by bypassing biometric or liveness verification requirements. These methods allow illicit actors to move illegal proceeds through newly created accounts, exploiting the anonymity and convenience of remote onboarding to avoid robust due diligence measures .","Adversaries typically exploit remote onboarding channels by submitting falsified or synthetic credentials under multiple aliases, thereby circumventing robust in-person checks and exploiting minimal oversight. This enables them to open and operate accounts or perform transactions under disguised identities, facilitating illicit fund flows with reduced risk of detection.",2025-04-02T13:25:46.727056+00:00,2025-04-02T13:25:46.727056+00:00,2.1,True,attack-pattern--b1051886-4515-454b-a51c-bc74e7d15752,Remote Identity Evasion,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0075.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0075.001""
  }
]",T0075.001,https://framework.amltrix.com/techniques/T0075.001
attack-pattern--f9fcf760-4f66-4181-ac63-4547c5c14733,attack-pattern,Multiple Currency Conversions,"Criminals convert illicit funds across multiple fiat or cryptocurrency currencies, often in small increments, using a range of foreign exchange services, money service businesses, or online trading platforms. By cycling these funds repeatedly—presenting cross-currency flows as routine hedging or trading—they create transactional opacity and mask the money’s criminal origin. This layering strategy complicates law enforcement efforts by obscuring the trail behind otherwise normal FX activity. In some cases, individuals exploit black market exchange rate disparities to increase profits during these layering processes . Criminals may also deposit or exchange smaller denominations in busy periods to avoid scrutiny, then funnel proceeds through multiple accounts or exchange platforms across different jurisdictions . Certain money service businesses have been complicit or insufficiently regulated, enabling structured transactions below thresholds to escape formal detection .","Adversaries typically exploit multiple currency conversions by cycling illicit proceeds through various fiat or cryptocurrency transactions in small increments—often disguising these flows as routine hedging or trading—to obscure the money’s criminal origin. This layering tactic leverages black market rate disparities, complicit or weakly regulated money service businesses, and repeated cross-border exchanges to hinder detection and complicate AML/CFT enforcement.",2025-04-02T13:25:46.761058+00:00,2025-04-02T13:25:46.761058+00:00,2.1,True,attack-pattern--b47553a0-7086-4387-be7d-dcd9ee87789c,Multi-Currency Conversions,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0115.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0115.001""
  }
]",T0115.001,https://framework.amltrix.com/techniques/T0115.001
attack-pattern--b2a256d9-7b64-446a-a24b-1c424bcfd900,attack-pattern,Temporary Shell Companies,"Criminals form shell companies on a short-term basis, use them to process or move illicit funds, then dissolve them soon after a laundering operation completes. This rapid life cycle helps maintain anonymity and complicates asset tracing, as regulators or investigators often find no active entity when they attempt to probe transactions or ownership records. In many cases, these ephemeral firms exist only on paper without genuine commercial activity, enabling one-time or short-burst transactions for fraudulent tax refunds, fictitious invoice payments, or routing illicit proceeds to accounts overseas . Some investigations have documented hundreds of such temporary entities operating concurrently, often flagged for organized tax fraud, corruption, or other offenses . Professional enablers—including corporate service providers—can facilitate their rapid formation and dissolution, making it harder to establish beneficial ownership and apply consistent due diligence measures . Once dissolved, these short-lived shells leave minimal financial or operational traces, significantly complicating asset recovery and evidentiary efforts for law enforcement agencies.","Launderers typically exploit these short-lived shell companies to conduct rapid, one-time transactions and dissolve them soon after, preventing meaningful due diligence and obscuring beneficial ownership. This rapid lifecycle leaves minimal records for investigators, significantly hindering asset tracing and evidentiary efforts.",2025-04-02T13:25:46.796061+00:00,2025-04-02T13:25:46.796061+00:00,2.1,True,attack-pattern--8a7f9804-5b38-48c4-b417-c1da229aeea5,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0001.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0001.002""
  }
]",T0001.002,https://framework.amltrix.com/techniques/T0001.002
attack-pattern--cff7c1b4-969a-4700-abec-f2223ef20ef1,attack-pattern,Payment Tokens,"Criminals exploit payment-focused tokens to efficiently convert and conceal illicit proceeds, leveraging faster settlement, pseudonymity, and cross-border accessibility. They frequently conduct multiple smaller transfers—often referred to as smurfing—to keep amounts below detection thresholds and bypass compliance checks . Because these tokens can be obtained or exchanged through platforms lacking strong KYC requirements, adversaries evade identification and exploit jurisdictional gaps by operating in areas where regulatory obligations for digital payment token service providers remain patchy or inconsistently enforced . Once in token form, the illicit capital is often reconverted into fiat or swapped for other assets in smaller increments or staggered over time, further obfuscating its origin and complicating traceability efforts.","Adversaries commonly exploit payment tokens to rapidly convert and move illicit funds across borders with minimal oversight, leveraging smurfing tactics and weak KYC regimes to avoid detection thresholds. They then reconvert tokens into fiat or other assets in smaller increments over time, further obfuscating the source of funds and hampering AML/CFT controls.",2025-04-02T13:25:46.821518+00:00,2025-04-02T13:25:46.821518+00:00,2.1,True,attack-pattern--a2e3a3fb-ae71-4861-bfdf-277f71993fe6,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0067.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0067.001""
  }
]",T0067.001,https://framework.amltrix.com/techniques/T0067.001
attack-pattern--7717a039-07cf-4393-9d69-933da7926145,attack-pattern,Fictitious Trading across Jurisdictions,"Criminals orchestrate fabricated cross-border trade deals by inflating invoices, forging bills of lading, or claiming shipments that never actually occur. They often route these phantom transactions through multiple jurisdictions with uneven AML oversight, adding layers of complexity and obscuring the illicit origins of funds. In some cases, large sums are moved abroad under the guise of commodity purchases—such as precious metals or gemstones—only to be immediately withdrawn without any physical goods ever being shipped . Such schemes are commonly used at the layering stage, leveraging false documentation, shell entities, and complex trade-finance channels that financiers, customs, and authorities find difficult to verify across multiple countries. By exploiting mismatched regulations and the challenges of confirming international shipments, criminals effectively integrate illicit proceeds into heavily disguised import-export flows.","Adversaries typically exploit fabricated cross-border trade transactions—such as inflating invoices or forging shipping documents—to layer illicit proceeds through multiple jurisdictions with inconsistent AML oversight. By leveraging mismatched regulations and complex trade-finance channels, they obscure the illicit nature of funds under the guise of legitimate import-export flows.",2025-04-02T13:25:46.864310+00:00,2025-04-02T13:25:46.864310+00:00,2.1,True,attack-pattern--e9d670a3-909f-44a1-8bf3-fb0473cb4594,Fake Cross-Border Trade; Bogus Trade Transactions,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0069.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0069.001""
  }
]",T0069.001,https://framework.amltrix.com/techniques/T0069.001
attack-pattern--e450fb0d-13cd-4c40-b8f3-46f07baa65b3,attack-pattern,Fictitious Foreign Investment,"Criminals mask illicit proceeds as purported foreign capital injections, lacking genuine economic substance. By routing funds cross-border and labeling them as foreign direct investment (FDI), they obscure the underlying source and beneficial ownership, sidestepping higher domestic scrutiny. Some perpetrators systematically transform so-called investment projects into shell frameworks used solely to bring in or conceal illicit foreign currency, a process that undercuts local markets and regulatory controls . They frequently exploit specialized fiduciary or mutual trust fund arrangements intended for foreign investments—a tactic that enables pooling from multiple participants while hiding the actual owners and blending illegal cash flows with legitimate assets . These manipulations effectively degrade oversight, fuel asset inflation in certain economic sectors, and let criminals depict unlawful inflows as genuine business investments.","Adversaries typically funnel illicit proceeds across borders as supposed FDI, leveraging shell frameworks or specialized fiduciary pools to obscure beneficial ownership, circumvent domestic scrutiny, and falsely present unlawful inflows as legitimate foreign investments.",2025-04-02T13:25:46.899668+00:00,2025-04-02T13:25:46.899668+00:00,2.1,True,attack-pattern--5be12a77-5dad-4d94-955e-e594a0ba8e2e,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0061.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0061.001""
  }
]",T0061.001,https://framework.amltrix.com/techniques/T0061.001
attack-pattern--da5aa5d0-25a8-49e8-a2d3-ba7c802e9315,attack-pattern,Fake KYC Documentation,"Criminals present forged, altered, or stolen identification—such as passports or utility bills—when opening accounts, undergoing KYC refresh, or updating personal details. By impersonating real customers or obscuring ultimate beneficial owners, they bypass basic due diligence controls and gain illicit access to financial services. In many cases, perpetrators rely on “KYC kits” sourced from dark web markets that bundle fake or stolen documents together with matching selfies, sometimes produced using advanced or AI-driven methods, making it difficult for institutions to detect obvious signs of forgery . Some schemes involve money mules or coordinated account openings, with multiple individuals using the same stolen personal data, shared addresses, and device fingerprints in a short time frame . Once approved, criminals can freely move illicit proceeds behind these fabricated identities, hiding the true source of funds and the actual controllers of the accounts.","Launderers often exploit forged, altered, or stolen identity documents—sometimes bundled in “KYC kits”—to obscure ultimate beneficial ownership and bypass standard due diligence controls. By employing shared personal data, addresses, and device fingerprints in coordinated account openings, they can move illicit funds while concealing the true source and controllers of the accounts.",2025-04-02T13:25:46.935678+00:00,2025-04-02T13:25:46.935678+00:00,2.1,True,attack-pattern--cf3fbcbf-1da1-4b36-823b-d0c63265823b,Fake ID Documents; Counterfeit KYC Papers,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0023.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0023.001""
  }
]",T0023.001,https://framework.amltrix.com/techniques/T0023.001
attack-pattern--74bc2a2f-e98b-48a0-a494-3d98552f3664,attack-pattern,Cheque Fraud,"Criminals commit cheque fraud by issuing or depositing checks from accounts lacking sufficient funds, exploiting float periods or delayed clearing to withdraw credited balances before the checks are discovered worthless . They may open new bank accounts using stolen or fabricated identification, deposit fraudulent checks, and rapidly convert the temporary credit into cash or goods, often layering or transferring the proceeds across multiple accounts to hinder detection . In some cases, checks are physically stolen from the mail, then “washed” (chemically altered) to manipulate payee or amount details and facilitate illicit withdrawals or purchases . Worthless checks stamped NSF or drawn on nonexistent accounts are commonly used, and are subject to criminal prosecution in many jurisdictions . Once these illicit proceeds are secured, criminals then integrate or launder the funds through subsequent transactions—such as structured deposits and transfers—thereby disguising the fraudulent origin of the gains.","Launderers typically exploit float periods and delayed clearing by depositing fraudulent or chemically altered checks, quickly withdrawing or transferring the credited funds before detection. They often open accounts with stolen identities, then layer these proceeds through multiple financial channels to obscure their source and complicate AML/CFT efforts.",2025-04-02T13:25:46.971269+00:00,2025-04-02T13:25:46.971269+00:00,2.1,True,attack-pattern--60e2df2b-69a5-41ec-a802-b764d1fb0003,Bad Check Scheme; Bounced Check Fraud,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0144.010"",
    ""url"": ""https://framework.amltrix.com/techniques/T0144.010""
  }
]",T0144.010,https://framework.amltrix.com/techniques/T0144.010
attack-pattern--055b1d69-cfa7-42e6-a8b2-e319d4300ed2,attack-pattern,Investment Through CBI/RBI,"Criminals channel illicit funds into real estate or business projects to meet the minimum thresholds and other conditions set by citizenship or residency by investment (CBI/RBI) programs, often misrepresenting these capital injections as legitimate commercial endeavors . By integrating illicit capital into officially sanctioned schemes, they obscure the origin of funds and benefit from an enhanced veneer of legality. In some cases, the real estate or business worth is deliberately inflated, then partially refunded to the investor after the formal requirement is met, disguising the true amount invested . Research indicates that many such CBI/RBI offerings pose elevated risks for international tax evasion and the circumvention of cross-border reporting, a concern underscored by analyses identifying multiple high-risk programs globally . Furthermore, individuals under sanctions have been documented leveraging “golden passport” opportunities to secure second citizenship and cloak illicit proceeds, thereby gaining broader global mobility while bypassing scrutiny .","Adversaries typically exploit CBI/RBI programs by injecting illicit assets into real estate or business ventures that meet official thresholds, often inflating valuations or partially refunding investments to disguise the funds’ true origin. This tactic allows them to evade cross-border reporting, secure enhanced citizenship or residency privileges, and bypass heightened AML/CFT scrutiny.",2025-04-02T13:25:47.004351+00:00,2025-04-02T13:25:47.004351+00:00,2.1,True,attack-pattern--5be12a77-5dad-4d94-955e-e594a0ba8e2e,Investment Scheme Fraud,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0061.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0061.002""
  }
]",T0061.002,https://framework.amltrix.com/techniques/T0061.002
attack-pattern--c1f61fa0-459b-4791-a98e-f71bdff48b6d,attack-pattern,Consulting Firm Schemes,"Criminals often incorporate or take control of consulting firms to systematically commingle illicit proceeds with legitimate consulting revenue streams . The intangible nature of consulting services, combined with non-transparent pricing, provides a convenient cover for artificially inflated or overbilled fees . In some schemes, no real service is delivered or only partial services are rendered, supported by spurious or notarized documents. Offenders may even pay taxes punctually, thus appearing more credible to authorities . They may also establish operations across secrecy-friendly jurisdictions or leverage shell entities to hide beneficial ownership. In other cases, criminals secure official contracts that are overpriced or never fulfilled, diverting public or private funds to their shell consulting entities . By blending illicit funds with lawful fees and consistently claiming legitimate consulting work, offenders mask the origins of illicit capital, complicating detection for financial institutions and regulators.","Adversaries typically exploit consulting firm structures by commingling illicit proceeds with legitimate fees through inflated or fictitious invoices, leveraging shell entities and secrecy-friendly jurisdictions, and masking true ownership to evade detection. They often reinforce this façade by paying taxes and producing notarized documentation, thereby appearing legitimate while concealing the illicit origins of their funds.",2025-04-02T13:25:47.040272+00:00,2025-04-02T13:25:47.040272+00:00,2.1,True,attack-pattern--55728728-8270-467e-bcf2-8a9d8b8e6b77,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0098.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0098.001""
  }
]",T0098.001,https://framework.amltrix.com/techniques/T0098.001
attack-pattern--9d6af441-3380-4e4d-9c55-69b5618ec97f,attack-pattern,Informal Value Transfer Systems,"Informal Value Transfer Systems (IVTS) are networks used to transfer money or value outside formal banking channels, relying on personal trust or offset arrangements rather than regulated processes. Common examples include hawala or Chinese underground banks, where operators settle accounts via reciprocal transactions, off-the-books ledgers, or trade-based offsets in place of standard wire transfers. This setup allows criminals to bypass conventional AML/KYC controls, moving significant amounts of illicit proceeds discreetly across borders. In some jurisdictions, these parallel settlement schemes function as a separate, shadow-like infrastructure that evades regulated financial channels . Because documentation is minimal and operations can span multiple regions, IVTS transactions are difficult to trace, making these systems highly susceptible to money-laundering abuse. 

Many IVTS operators serve diaspora communities or regions with limited official banking services, blending legitimate remittances with illicit funds. Heavy reliance on personal trust underpins these arrangements, reducing overhead but obscuring the origin and destination of the proceeds . Violations of this trust can lead to reputational or communal repercussions for operators and participants, which in turn helps enforce compliance within these networks despite the absence of formal contracts. Some professionals engaging in IVTS also employ specialized software to move funds through multiple offset accounts, further complicating investigations . With lax or varied regulation across jurisdictions, IVTS continue to provide a hidden corridor for cross-border value transfers and remain a favored laundering channel for criminals seeking to structure, layer, or disguise proceeds from numerous predicate offenses.","Launderers may exploit IVTS to transfer illicit proceeds beyond regulated banking oversight, relying on personal trust, offset arrangements, and minimal documentation to obscure transaction trails. By blending legitimate remittances with criminal funds, adversaries circumvent AML/KYC controls and effectively shield cross-border movements of value.",2025-04-02T13:25:47.065706+00:00,2025-04-02T13:25:47.065706+00:00,2.1,False,,"Fei-Ch’ien (飛錢 / 飛钱) (China); Hundi (हुण्डी / ہنڈی) (South Asia); Black Market Peso Exchange (Latin America); Hawala (حوالة); Underground Banking (地下錢莊 / 地下钱庄); Munshi System (मुंशी प्रणाली) (India); Angadia (अंगड़िया) (India); Padala (పడాల / पडाल) (India, Philippines); Hawala-Hundi (هَوالَہ-هُنڈی) (Afghanistan, Pakistan); Mercado Negro De Divisas (Latin America); IVTS; Underground Remittance Networks; Mercado Negro De Cambio De Pesos (Latin America); Cambiadores Clandestinos (Latin America)","[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0013"",
    ""url"": ""https://framework.amltrix.com/techniques/T0013""
  }
]",T0013,https://framework.amltrix.com/techniques/T0013
attack-pattern--56f2dfb2-4038-4779-a994-8c89372e6c3d,attack-pattern,Trade Diversion,"Trade Diversion is a method of rerouting or misdirecting shipments, altering shipping routes, and falsifying cargo documentation so as to obscure the true origin, value, or final recipient of illicit proceeds. Criminals exploit the complexity of cross-border trade flows, often involving multiple stops or intermediary firms, making it difficult to trace financial movements and identify the actual parties. By intermixing legitimate and illicit goods and payments, they add layers of confusion that hamper investigators’ ability to link the funds back to their criminal source. In many instances, this technique is considered one of the more sophisticated forms of laundering large amounts of money and relies on hiding in plain sight through the manipulation of price differentials, local regulations, and complex shipping arrangements  . Adversaries may leverage international distribution networks, exploit fraudulent documentation, and orchestrate elaborate re-routing schemes to conceal shipments and proceed with illegal transfer pricing or other related offenses . Shell or front companies frequently appear in trade diversion chains, supporting advanced layering and masking the illicit origins of the value being moved. Overall, the practice remains challenging to detect due to the myriad of jurisdictions involved, the legitimate facade of commercial trade, and the high volume of transactions that customs authorities and financial institutions must process.","Adversaries typically exploit the complexity of cross-border trade by re-routing shipments, falsifying documentation, and employing shell companies to obscure the true origin, value, or final recipients of illicit proceeds. This advanced form of layering leverages price manipulation, multiple jurisdictions, and high transaction volumes to evade detection by investigators and financial institutions.",2025-04-02T13:25:47.065706+00:00,2025-04-02T13:25:47.065706+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0030"",
    ""url"": ""https://framework.amltrix.com/techniques/T0030""
  }
]",T0030,https://framework.amltrix.com/techniques/T0030
attack-pattern--a1e34a32-c222-406c-8d76-21f30402036a,attack-pattern,Fictitious Mergers or Acquisitions,"Fictitious mergers or acquisitions involve staging bogus corporate transactions under the guise of legitimate M&A deals, often using shell companies and fabricated documentation to mask illicit funds. Criminals exploit subjective valuations, particularly discounted cash flow analyses, to manipulate deal prices for layering or integration of illegal proceeds . They may target distressed businesses, as valuations can be easily skewed by corrupt accountants to disguise the true flow of money . In many instances, perpetrators establish fictitious corporate vehicles, appoint nominee directors, and leverage weak oversight across jurisdictions to further conceal beneficial ownership . Large-scale capital movements pass under the pretext of M&A payments, creating layers of complexity that hinder law enforcement efforts. Quick ownership shifts, artificially inflated or deflated purchase amounts, and a lack of genuine operational integration frequently indicate a sham transaction designed primarily to legitimize illicit funds.","Launderers may stage sham M&A transactions, leveraging shell companies and fabricated documentation to manipulate valuations and conceal illicit funds under the guise of legitimate deals. By exploiting weak oversight, appointing nominee directors, and rapidly shifting ownership, they typically obscure beneficial ownership and disrupt AML/CFT controls.",2025-04-02T13:25:47.065706+00:00,2025-04-02T13:25:47.065706+00:00,2.1,True,attack-pattern--e297767e-b974-4f1e-be65-1f8d243e6e66,Fake Mergers or Acquisitions,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0130.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0130.001""
  }
]",T0130.001,https://framework.amltrix.com/techniques/T0130.001
attack-pattern--eb46ead2-1280-4eb7-91cb-2b455f4cba5c,attack-pattern,Romance Mule Recruitment,"Using emotionally deceptive tactics within online relationships to recruit individuals as money mules, this technique relies on building trust through a fictitious persona and persuading victims to receive and forward illicit funds under false pretenses . Criminals exploit personal vulnerabilities—such as empathy, romantic hope, or isolation—to push victims into overlooking red flags and opening or repurposing existing accounts . In some instances, recruiters even differentiate payments based on whether the victim’s account is personal or commercial, further incentivizing participation . Requests often include urgent or private channeling of illicit money, adding additional layers of distance between the launderers and tracing efforts. By leveraging unwitting romantic partners in these transactions, criminals complicate AML detection systems, mask the true origin and ultimate beneficiary of funds, and capitalize on the personal relationships that victims believe to be genuine. Romance mule recruiters may also scale their operations by distributing bulk recruitment messages or interacting through popular dating sites, deepening the pool of vulnerable individuals and increasing the difficulty for authorities to track or disrupt the laundering channels.","Adversaries typically exploit romantic illusions to recruit unsuspecting individuals as money mules, persuading them to receive and transfer illicit proceeds under false pretenses. By leveraging personal vulnerabilities and urgency-driven requests, launderers obscure financial trails and complicate AML detection efforts.",2025-04-02T13:25:47.108065+00:00,2025-04-02T13:25:47.108065+00:00,2.1,True,attack-pattern--066129c2-169b-477f-9cf6-e2bb410a44e0,Romance Scam Recruitment,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0140.003"",
    ""url"": ""https://framework.amltrix.com/techniques/T0140.003""
  }
]",T0140.003,https://framework.amltrix.com/techniques/T0140.003
attack-pattern--2a31c267-b133-4c5c-9503-ff25af2b0405,attack-pattern,Agricultural Subsidy Fraud,"Criminals fraudulently secure government subsidy payments intended for legitimate farming or agribusiness by falsifying eligibility data or inflating production metrics . These subsidies become newly acquired illicit proceeds if approved under false pretenses, with some offenders producing fictitious invoices or manipulating required documentation to exploit oversight gaps and secure double funding . They often exercise detailed knowledge of subsidy application procedures, sometimes leveraging corrupt facilitation to expedite or bypass review . Once gained, these funds can be commingled with other unlawful proceeds and disguised as legitimate government-backed support . In some schemes, farmland or livestock numbers are misrepresented through falsified property records, simulated sales, or inflated herd sizes to perpetuate eligibility and maximize fraudulent payouts . Historical cases show even paramilitary groups have relied on agricultural subsidy fraud to fund their operations .","Adversaries could manipulate eligibility data, fabricate farm production metrics, or misrepresent livestock to fraudulently obtain agricultural subsidies, sometimes leveraging corrupt facilitation to sidestep scrutiny. Once these illicit funds are secured, they are typically commingled with other unlawful proceeds to appear as legitimate government-supported income.",2025-04-02T13:25:47.142050+00:00,2025-04-02T13:25:47.142050+00:00,2.1,True,attack-pattern--60e2df2b-69a5-41ec-a802-b764d1fb0003,Farm Subsidy Fraud; Agricultural Support Fraud,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0144.012"",
    ""url"": ""https://framework.amltrix.com/techniques/T0144.012""
  }
]",T0144.012,https://framework.amltrix.com/techniques/T0144.012
attack-pattern--caff0800-ee50-4aa6-adb7-1080380e1a63,attack-pattern,Over-the-Counter Cryptocurrency Trading,"Over-the-counter (OTC) cryptocurrency trading involves arranging large-volume trades through private brokerage channels rather than using public exchange order books. Criminals exploit this mechanism to bypass transparent price and volume reporting, thereby amplifying anonymity and defeating standard exchange-based tracking . In many documented cases, they physically deliver large amounts of cash to OTC desks that apply minimal customer due diligence, enabling rapid acquisition or liquidation of cryptocurrency with little paperwork . Some criminal networks systematically convert bulk cash into digital assets this way, further obfuscating audit trails. Repeated conversions through multiple OTC channels add complexity, masking both fund origin and ultimate beneficiaries. In regions such as Southeast Asia, extensive OTC and peer-to-peer markets are routinely misused by organized crime and sanctioned entities to circumvent formal financial controls . Research confirms a significant share of illicit Bitcoin transactions flow through OTC brokers providing limited or no KYC procedures, making such brokers key facilitators in laundering schemes . In some investigations, OTC trades also intersect with casino junket practices or underground banking networks, creating additional layers of anonymity and helping criminals evade detection .","Adversaries often exploit OTC cryptocurrency channels with lax or nonexistent KYC protocols to swiftly convert bulk cash into digital assets, bypassing transparent exchange records and obscuring both fund origin and final beneficiaries.",2025-04-02T13:25:47.218879+00:00,2025-04-02T13:25:47.218879+00:00,2.1,False,,OTC Cryptocurrency Trading,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0114"",
    ""url"": ""https://framework.amltrix.com/techniques/T0114""
  }
]",T0114,https://framework.amltrix.com/techniques/T0114
attack-pattern--26f4ab2f-2db7-4dfd-b461-e109eea3ab3e,attack-pattern,Multiple Invoicing,"Criminals issue more than one invoice covering the same goods or services, relying on repeated or duplicated billing to extract multiple payments, loans, or letters of credit from different financial institutions. They may also reuse identical or slightly amended supporting documents (such as shipping records) to reinforce the legitimacy of these parallel invoices. By doing so, they layer illicit proceeds under normal-looking trade settlements, complicating oversight and obscuring the money trail. In many cases, there is no need to alter the invoiced price: simply submitting the same invoice multiple times to separate lenders or banks can suffice. This further compounds the risks associated with invoice manipulation, and it can be combined with tactics such as over- or under-invoicing and ghost shipments to exploit gaps in trade finance checks .","Adversaries may repeatedly submit identical or slightly altered invoices to different financial institutions, securing multiple payments or lines of credit for the same shipment and thereby layering illicit proceeds under seemingly normal trade transactions.",2025-04-02T13:25:47.218879+00:00,2025-04-02T13:25:47.218879+00:00,2.1,True,attack-pattern--9f311354-847c-42f0-a998-88660d494671,Double Invoicing,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0008.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0008.001""
  }
]",T0008.001,https://framework.amltrix.com/techniques/T0008.001
attack-pattern--4eb6179b-847b-4707-be4c-9d180d2aa9d8,attack-pattern,Arms Trafficking,"Arms trafficking is the unlawful manufacture, distribution, sale, or transfer of firearms, ammunition, explosives, or related materials in defiance of national or international regulations. It yields significant illicit proceeds that serve as a predicate offense for money laundering. Criminals typically exploit conflict zones and embargo violations to facilitate these transactions, and corruption often plays a key role in enabling access to or movement of weaponry across borders . Several groups engaged in terrorism or organized crime rely on arms trafficking both to maintain active supply channels and to generate revenue, intertwining it with other crimes, such as drug trafficking or extortion . International bodies, including the FATF, recognize the clear links between arms trafficking, terrorist financing, and broader money laundering concerns . While this activity focuses on the illicit nature of the goods themselves—firearms and other weaponry—smuggling refers primarily to the clandestine methods of transport and evasion. Nevertheless, arms traffickers frequently employ overlapping methods of concealing goods in transit and disguising the origin of their proceeds within legitimate financial channels.","Adversaries typically exploit arms trafficking by funneling profits from illegal weapons sales through layered financial channels, such as shell companies or seemingly legitimate accounts, to mask the criminal origin of the funds.",2025-04-02T13:25:47.256288+00:00,2025-04-02T13:25:47.256288+00:00,2.1,True,attack-pattern--0ab4de10-0b78-46de-9b4a-d9be7c1e457d,Illegal Arms Dealing; Weapons Trafficking; Firearms Smuggling,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0143.002"",
    ""url"": ""https://framework.amltrix.com/techniques/T0143.002""
  }
]",T0143.002,https://framework.amltrix.com/techniques/T0143.002
attack-pattern--80e80787-a704-4f57-9e6a-516ce74bd580,attack-pattern,Illegal Logging,"Criminals engage in unauthorized harvesting and sale of timber, generating large sums of illicit proceeds that require laundering. By operating in regions with limited oversight or corrupt local authorities, they often obtain or falsify logging permits through bribery or even hacking government systems to manipulate official records . Illegally sourced logs are frequently commingled with lawful shipments, masking the true origin of the timber as it moves across multiple jurisdictions. Criminals channel proceeds through various banks, shell companies with opaque ownership, and trade finance services to layer and obscure funds . Investigations have also identified transnational syndicates coordinating the export of illicitly harvested wood into lucrative foreign markets, further complicating detection and enforcement . Collectively, annual global profits from illegal logging have been estimated in the tens of billions of dollars, fueling deeper corruption, environmental destruction, and entrenched money laundering across the wood supply chain .","Adversaries often exploit minimal oversight and corruption in timber harvesting to obtain falsified permits, commingle illicit wood with legitimate shipments, and obscure the origin of funds. They subsequently channel proceeds through shell companies, trade finance, and various banks to layer transactions and evade detection.",2025-04-02T13:25:47.290524+00:00,2025-04-02T13:25:47.290524+00:00,2.1,True,attack-pattern--26e351d5-cfd1-469b-bc28-ee40d6a411d5,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0145.001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0145.001""
  }
]",T0145.001,https://framework.amltrix.com/techniques/T0145.001
